UTCDate,UTCTime,Latitude,Longitude,Easting,Northing,H-Ell,SDHori,SDHeig,VEast,VNorth,VUp,H Dist,V Dist
7/13/14,5:53:44 AM,66.3721467,-38.19975336,535789.616,7361620.568,172.287,0.036,0.059,0,0.0018,0.0018,26.49052965,-0.059
7/13/14,5:53:59 AM,66.37214669,-38.19975326,535789.621,7361620.567,172.292,0.036,0.059,0,0,0,26.49562751,-0.054
7/13/14,5:54:14 AM,66.37214673,-38.19975313,535789.626,7361620.572,172.294,0.036,0.059,0.0018,0,0,26.49967504,-0.052
7/13/14,5:54:29 AM,66.37214668,-38.19975296,535789.634,7361620.566,172.287,0.036,0.059,0.0018,0.0018,0.0037,26.50860172,-0.059
7/13/14,5:54:44 AM,66.3721468,-38.19975298,535789.633,7361620.579,172.314,0.036,0.059,0,0.0018,0.0037,26.50534371,-0.032
7/13/14,5:54:59 AM,66.3721468,-38.19975291,535789.636,7361620.579,172.313,0.036,0.059,0,-0.0018,-0.0018,26.50829761,-0.033
7/13/14,5:55:14 AM,66.37214662,-38.19975286,535789.639,7361620.559,172.292,0.035,0.059,0,-0.0018,-0.0018,26.51475093,-0.054
7/13/14,5:55:29 AM,66.37214664,-38.19975279,535789.642,7361620.562,172.289,0.035,0.059,0,0,0.0018,26.51717868,-0.057
7/13/14,5:55:44 AM,66.37214672,-38.19975264,535789.648,7361620.57,172.313,0.035,0.059,0,-0.0001,-0.0001,26.52168571,-0.033
7/13/14,5:55:59 AM,66.37214653,-38.19975253,535789.653,7361620.55,172.282,0.035,0.059,0,0.0001,0.0001,26.53011285,-0.064
7/13/14,5:56:14 AM,66.37214664,-38.19975253,535789.653,7361620.561,172.308,0.035,0.059,0,0.0018,0.0036,26.52818375,-0.038
7/13/14,5:56:29 AM,66.37214665,-38.19975249,535789.655,7361620.563,172.31,0.035,0.059,0,-0.0018,-0.0018,26.52980258,-0.036
7/13/14,5:56:44 AM,66.37214655,-38.1997524,535789.659,7361620.552,172.288,0.035,0.059,0,-0.0018,-0.0018,26.53566867,-0.058
7/13/14,5:56:59 AM,66.3721466,-38.19975225,535789.666,7361620.558,172.3,0.035,0.059,0,0,0.0036,26.54150827,-0.046
7/13/14,5:57:14 AM,66.37214664,-38.1997522,535789.668,7361620.562,172.309,0.036,0.059,0,0.0017,0.0036,26.54277689,-0.037
7/13/14,5:57:29 AM,66.3721467,-38.19975209,535789.673,7361620.569,172.32,0.036,0.059,0,0,0.0017,26.54647557,-0.026
7/13/14,5:57:44 AM,66.37214673,-38.19975201,535789.677,7361620.572,172.326,0.035,0.059,0,0,-0.0019,26.54989002,-0.02
7/13/14,5:57:59 AM,66.37214668,-38.19975196,535789.679,7361620.567,172.3,0.035,0.058,0,-0.0018,-0.0054,26.55273276,-0.046
7/13/14,5:58:14 AM,66.37214656,-38.19975192,535789.681,7361620.554,172.292,0.034,0.058,0,0.0001,0.0018,26.55697709,-0.054
7/13/14,5:58:29 AM,66.37214669,-38.19975186,535789.683,7361620.568,172.304,0.034,0.058,0,0.0036,0.0036,26.55649646,-0.042
7/13/14,5:58:44 AM,66.37214679,-38.19975176,535789.688,7361620.579,172.322,0.034,0.058,0,0,0,26.55950018,-0.024
7/13/14,5:58:59 AM,66.37214665,-38.1997517,535789.69,7361620.564,172.31,0.034,0.058,0,-0.0018,-0.0036,26.56408781,-0.036
7/13/14,5:59:14 AM,66.37214661,-38.19975163,535789.694,7361620.559,172.293,0.034,0.058,0,0,-0.0018,26.56890065,-0.053
7/13/14,5:59:29 AM,66.37214664,-38.19975156,535789.697,7361620.563,172.301,0.034,0.058,0,-0.0018,0,26.57115483,-0.045
7/13/14,5:59:44 AM,66.37214649,-38.19975153,535789.698,7361620.546,172.282,0.034,0.058,0,0.0018,0.0018,26.57511642,-0.064
7/13/14,5:59:59 AM,66.3721467,-38.19975145,535789.701,7361620.569,172.318,0.034,0.058,0,0.0018,-0.0019,26.57404518,-0.028
7/13/14,6:00:14 AM,66.37214654,-38.1997514,535789.704,7361620.551,172.277,0.034,0.058,0,-0.0018,-0.0072,26.58014691,-0.069
7/13/14,6:00:29 AM,66.37214651,-38.19975139,535789.704,7361620.548,172.266,0.034,0.058,0,0.0018,0,26.5806727,-0.08
7/13/14,6:00:44 AM,66.37214661,-38.19975132,535789.707,7361620.559,172.284,0.021,0.035,0,0,0,26.58170019,-0.062
7/13/14,6:00:59 AM,66.37214661,-38.19975134,535789.707,7361620.56,172.28,0.017,0.027,0,0,0,26.58152531,-0.066
7/13/14,6:01:14 AM,66.37214662,-38.19975122,535789.712,7361620.561,172.286,0.017,0.027,0,0,0,26.58627349,-0.06
7/13/14,6:01:29 AM,66.37214664,-38.19975111,535789.717,7361620.563,172.293,0.017,0.027,0,0,0,26.59084709,-0.053
7/13/14,6:01:44 AM,66.37214664,-38.19975108,535789.718,7361620.563,172.296,0.017,0.027,0,0,0,26.59183172,-0.05
7/13/14,6:01:59 AM,66.37214659,-38.19975103,535789.72,7361620.558,172.298,0.017,0.027,0,0,0,26.59467475,-0.048
7/13/14,6:02:14 AM,66.37214666,-38.19975099,535789.722,7361620.565,172.294,0.017,0.027,0,0,0,26.595421,-0.052
7/13/14,6:02:29 AM,66.37214665,-38.19975091,535789.726,7361620.564,172.297,0.017,0.027,0,0,0,26.59953415,-0.049
7/13/14,6:02:44 AM,66.37214664,-38.19975078,535789.732,7361620.562,172.296,0.017,0.027,0,0,0,26.60579119,-0.05
7/13/14,6:02:59 AM,66.37214661,-38.19975073,535789.734,7361620.56,172.29,0.017,0.027,0,0,-0.0018,26.60810976,-0.056
7/13/14,6:03:14 AM,66.37214659,-38.19975074,535789.733,7361620.557,172.297,0.016,0.027,0.0018,0,0,26.60764937,-0.049
7/13/14,6:03:29 AM,66.37214656,-38.19975055,535789.742,7361620.554,172.298,0.016,0.027,0.0018,0,0,26.61703524,-0.048
7/13/14,6:03:44 AM,66.37214656,-38.19975053,535789.743,7361620.555,172.297,0.016,0.027,0,0,0,26.61784501,-0.049
7/13/14,6:03:59 AM,66.37214656,-38.19975046,535789.746,7361620.554,172.299,0.016,0.027,0,0,0,26.62097363,-0.047
7/13/14,6:04:14 AM,66.37214654,-38.19975042,535789.748,7361620.552,172.294,0.017,0.027,0.0018,0,0,26.62329253,-0.052
7/13/14,6:04:29 AM,66.37214654,-38.19975022,535789.757,7361620.552,172.297,0.017,0.027,0,0,0,26.63215387,-0.049
7/13/14,6:04:44 AM,66.37214652,-38.19975012,535789.761,7361620.55,172.299,0.016,0.027,0,0,0.0018,26.63644195,-0.047
7/13/14,6:04:59 AM,66.37214653,-38.19975003,535789.765,7361620.551,172.308,0.016,0.027,0,0,0.0018,26.6402055,-0.038
7/13/14,6:05:14 AM,66.37214651,-38.19974997,535789.768,7361620.549,172.302,0.016,0.026,0,0,0,26.64350897,-0.044
7/13/14,6:05:29 AM,66.3721465,-38.19975009,535789.763,7361620.548,172.296,0.016,0.027,0,0,0,26.63876093,-0.05
7/13/14,6:05:44 AM,66.37214651,-38.19975004,535789.765,7361620.548,172.293,0.016,0.027,0,0,-0.0018,26.64073009,-0.053
7/13/14,6:05:59 AM,66.37214648,-38.19975002,535789.766,7361620.546,172.284,0.016,0.026,0,0,-0.0036,26.64206458,-0.062
7/13/14,6:06:14 AM,66.37214643,-38.19974986,535789.773,7361620.54,172.274,0.016,0.026,0,0,0,26.6500069,-0.072
7/13/14,6:06:29 AM,66.37214647,-38.19974982,535789.775,7361620.545,172.277,0.016,0.026,0,0,0,26.65110071,-0.069
7/13/14,6:06:44 AM,66.37214651,-38.19974968,535789.781,7361620.549,172.281,0.016,0.026,0,-0.0018,0.0018,26.65630877,-0.065
7/13/14,6:06:59 AM,66.37214643,-38.19974971,535789.78,7361620.54,172.29,0.016,0.026,0,-0.0018,0.0036,26.65689871,-0.056
7/13/14,6:07:14 AM,66.37214648,-38.19974959,535789.785,7361620.545,172.307,0.016,0.026,0,0,0,26.66094651,-0.039
7/13/14,6:07:29 AM,66.37214648,-38.19974958,535789.786,7361620.546,172.296,0.016,0.026,0.0018,0,0,26.66175622,-0.05
7/13/14,6:07:44 AM,66.37214649,-38.19974938,535789.794,7361620.547,172.304,0.016,0.026,0.0018,0,0,26.66945822,-0.042
7/13/14,6:07:59 AM,66.37214642,-38.19974933,535789.797,7361620.539,172.294,0.016,0.026,0,0,-0.0018,26.67381122,-0.052
7/13/14,6:08:14 AM,66.37214642,-38.19974923,535789.801,7361620.54,172.29,0.016,0.026,0,0,0,26.67757448,-0.056
7/13/14,6:08:29 AM,66.37214643,-38.19974921,535789.802,7361620.541,172.292,0.016,0.026,0,0,0,26.6783841,-0.054
7/13/14,6:08:44 AM,66.37214643,-38.19974909,535789.807,7361620.54,172.293,0.016,0.026,0,0,0,26.68348193,-0.053
7/13/14,6:08:59 AM,66.3721464,-38.1997491,535789.807,7361620.537,172.285,0.016,0.026,0,0,-0.0018,26.68400691,-0.061
7/13/14,6:09:14 AM,66.37214642,-38.19974894,535789.814,7361620.539,172.289,0.016,0.026,0,0,0.0018,26.69054893,-0.057
7/13/14,6:09:29 AM,66.37214646,-38.19974894,535789.814,7361620.543,172.3,0.016,0.026,0,0,0.0018,26.68984949,-0.046
7/13/14,6:09:44 AM,66.37214649,-38.19974873,535789.823,7361620.548,172.311,0.018,0.028,0.0022,0,0,26.69783781,-0.035
7/13/14,6:09:59 AM,66.37214644,-38.19974876,535789.822,7361620.542,172.318,0.018,0.029,0,0,0.0036,26.69790113,-0.028
7/13/14,6:10:14 AM,66.37214647,-38.19974869,535789.825,7361620.545,172.323,0.019,0.029,0,0,-0.0012,26.70033088,-0.023
7/13/14,6:10:29 AM,66.37214639,-38.19974861,535789.829,7361620.536,172.311,0.019,0.03,0,-0.0036,-0.0011,26.70584243,-0.035
7/13/14,6:10:44 AM,66.3721463,-38.19974856,535789.831,7361620.527,172.31,0.016,0.026,0,0,0.0036,26.70938743,-0.036
7/13/14,6:10:59 AM,66.37214638,-38.19974855,535789.832,7361620.535,172.307,0.016,0.026,0.0018,0,0,26.70897111,-0.039
7/13/14,6:11:14 AM,66.37214641,-38.19974837,535789.84,7361620.539,172.311,0.016,0.026,0,0,0,26.71614841,-0.035
7/13/14,6:11:29 AM,66.37214639,-38.19974838,535789.839,7361620.536,172.315,0.016,0.026,0,0,-0.0018,26.71568827,-0.031
7/13/14,6:11:44 AM,66.37214641,-38.19974842,535789.838,7361620.538,172.308,0.016,0.026,0.0018,-0.0018,0,26.71435399,-0.038
7/13/14,6:11:59 AM,66.37214631,-38.19974825,535789.845,7361620.528,172.305,0.016,0.026,0,-0.0018,0.0018,26.72299572,-0.041
7/13/14,6:12:14 AM,66.37214636,-38.19974822,535789.847,7361620.533,172.316,0.016,0.026,0,0,0.0018,26.72408968,-0.03
7/13/14,6:12:29 AM,66.37214638,-38.19974815,535789.849,7361620.535,172.324,0.016,0.026,0,0,0.0018,26.72570906,-0.022
7/13/14,6:12:44 AM,66.37214637,-38.19974802,535789.855,7361620.534,172.321,0.016,0.026,0,0,0,26.73179148,-0.025
7/13/14,6:12:59 AM,66.37214637,-38.19974798,535789.857,7361620.535,172.313,0.016,0.026,0.0018,0,-0.0018,26.73358586,-0.033
7/13/14,6:13:14 AM,66.37214631,-38.1997478,535789.865,7361620.528,172.303,0.016,0.026,0.0018,0,-0.0018,26.74268685,-0.043
7/13/14,6:13:29 AM,66.37214629,-38.19974784,535789.864,7361620.525,172.307,0.016,0.026,0,0,0,26.74222747,-0.039
7/13/14,6:13:44 AM,66.37214631,-38.19974769,535789.87,7361620.528,172.312,0.016,0.026,0,0,-0.0018,26.74760971,-0.034
7/13/14,6:13:59 AM,66.37214624,-38.19974759,535789.875,7361620.52,172.296,0.016,0.026,0,0.0018,0.0018,26.75393324,-0.05
7/13/14,6:14:14 AM,66.37214632,-38.19974768,535789.871,7361620.529,172.32,0.016,0.026,0,0.0018,0,26.74841934,-0.026
7/13/14,6:14:29 AM,66.37214626,-38.19974752,535789.878,7361620.522,172.293,0.016,0.026,0,0,-0.0036,26.75653649,-0.053
7/13/14,6:14:44 AM,66.37214621,-38.1997474,535789.883,7361620.517,172.294,0.016,0.026,0,0,-0.0018,26.76233519,-0.052
7/13/14,6:14:59 AM,66.37214615,-38.19974732,535789.887,7361620.511,172.28,0.016,0.026,0,0,-0.0018,26.76732547,-0.066
7/13/14,6:15:14 AM,66.37214616,-38.19974732,535789.887,7361620.511,172.284,0.016,0.026,0,0,0.0018,26.76732547,-0.062
7/13/14,6:15:29 AM,66.37214621,-38.19974726,535789.89,7361620.517,172.295,0.016,0.026,0,0,0.0036,26.76922685,-0.051
7/13/14,6:15:44 AM,66.37214627,-38.19974717,535789.894,7361620.523,172.308,0.016,0.026,0,0,0.0018,26.77211434,-0.038
7/13/14,6:15:59 AM,66.37214627,-38.19974713,535789.896,7361620.524,172.313,0.016,0.026,0,0,0,26.77390851,-0.033
7/13/14,6:16:14 AM,66.3721463,-38.19974703,535789.9,7361620.527,172.313,0.016,0.026,0,0,0,26.77732223,-0.033
7/13/14,6:16:29 AM,66.37214629,-38.19974693,535789.904,7361620.526,172.316,0.016,0.026,0,0,0,26.78143545,-0.03
7/13/14,6:16:44 AM,66.3721463,-38.19974687,535789.907,7361620.528,172.318,0.016,0.026,0,0,0,26.78403973,-0.028
7/13/14,6:16:59 AM,66.37214627,-38.19974678,535789.911,7361620.524,172.32,0.016,0.026,0,0,0,26.78867731,-0.026
7/13/14,6:17:14 AM,66.37214627,-38.19974675,535789.912,7361620.524,172.319,0.016,0.026,0.0018,0,0.0018,26.78966191,-0.027
7/13/14,6:17:29 AM,66.3721463,-38.19974654,535789.921,7361620.527,172.328,0.016,0.026,0.0018,0,0.0018,26.79799912,-0.018
7/13/14,6:17:44 AM,66.37214632,-38.19974651,535789.923,7361620.529,172.325,0.016,0.026,0,0,0,26.79961912,-0.021
7/13/14,6:17:59 AM,66.37214635,-38.19974639,535789.928,7361620.533,172.332,0.016,0.026,0,0,0,26.80384439,-0.014
7/13/14,6:18:14 AM,66.37214632,-38.19974631,535789.932,7361620.529,172.324,0.016,0.026,0,0,-0.0018,26.80848093,-0.022
7/13/14,6:18:29 AM,66.37214625,-38.19974625,535789.935,7361620.523,172.316,0.016,0.026,0,-0.0018,-0.0036,26.81248263,-0.03
7/13/14,6:18:44 AM,66.37214623,-38.19974625,535789.935,7361620.52,172.302,0.016,0.026,0,0,0,26.81300699,-0.044
7/13/14,6:18:59 AM,66.3721462,-38.19974623,535789.936,7361620.517,172.3,0.016,0.026,0,0,0,26.81451626,-0.046
7/13/14,6:19:14 AM,66.37214617,-38.19974614,535789.94,7361620.513,172.301,0.016,0.026,0,0,-0.0018,26.81915454,-0.045
7/13/14,6:19:29 AM,66.37214613,-38.19974609,535789.942,7361620.508,172.282,0.016,0.026,0,0,-0.0036,26.82199935,-0.064
7/13/14,6:19:44 AM,66.37214617,-38.199746,535789.946,7361620.513,172.27,0.016,0.026,0,0,-0.0036,26.8250619,-0.076
7/13/14,6:19:59 AM,66.37214611,-38.19974582,535789.954,7361620.507,172.25,0.016,0.027,0.0018,0,-0.0036,26.83398893,-0.096
7/13/14,6:20:14 AM,66.37214616,-38.19974593,535789.949,7361620.512,172.253,0.016,0.027,0,0,0,26.82819062,-0.093
7/13/14,6:20:29 AM,66.37214614,-38.19974579,535789.956,7361620.51,172.254,0.016,0.027,0,0,0,26.83543264,-0.092
7/13/14,6:20:44 AM,66.37214609,-38.19974569,535789.96,7361620.505,172.249,0.016,0.027,0,0,0,26.84024653,-0.097
7/13/14,6:20:59 AM,66.37214609,-38.1997456,535789.964,7361620.504,172.254,0.016,0.027,0,0,0,26.84435987,-0.092
7/13/14,6:21:14 AM,66.37214612,-38.19974553,535789.967,7361620.508,172.258,0.016,0.027,0,0,-0.0018,26.8466129,-0.088
7/13/14,6:21:29 AM,66.37214606,-38.19974544,535789.971,7361620.502,172.25,0.016,0.027,0,0,0.0018,26.85160204,-0.096
7/13/14,6:21:44 AM,66.37214608,-38.19974545,535789.971,7361620.503,172.273,0.016,0.027,0,0,0.0036,26.8514268,-0.073
7/13/14,6:21:59 AM,66.3721461,-38.19974546,535789.97,7361620.505,172.301,0.016,0.027,0,0,0.0054,26.85009188,-0.045
7/13/14,6:22:14 AM,66.37214611,-38.19974538,535789.974,7361620.507,172.314,0.017,0.027,0,0,0.0001,26.85367986,-0.032
7/13/14,6:22:29 AM,66.37214614,-38.19974537,535789.974,7361620.51,172.305,0.016,0.027,0,0,0.0018,26.85315484,-0.041
7/13/14,6:22:44 AM,66.37214614,-38.19974523,535789.98,7361620.51,172.326,0.016,0.027,0,0,0.0018,26.85906233,-0.02
7/13/14,6:22:59 AM,66.37214607,-38.19974517,535789.983,7361620.503,172.319,0.016,0.027,0,0,0,26.86324122,-0.027
7/13/14,6:23:14 AM,66.3721461,-38.19974511,535789.986,7361620.506,172.32,0.016,0.027,0,0,-0.0018,26.86566964,-0.026
7/13/14,6:23:29 AM,66.37214607,-38.19974502,535789.99,7361620.502,172.308,0.016,0.027,0,0,-0.0018,26.87030817,-0.038
7/13/14,6:23:44 AM,66.37214613,-38.19974491,535789.995,7361620.51,172.308,0.016,0.027,0,0,0,26.87383121,-0.038
7/13/14,6:23:59 AM,66.3721461,-38.19974474,535790.002,7361620.507,172.307,0.016,0.027,0,0,0,26.88124792,-0.039
7/13/14,6:24:14 AM,66.37214604,-38.19974463,535790.008,7361620.499,172.305,0.017,0.027,0,-0.0018,0,26.88855537,-0.041
7/13/14,6:24:29 AM,66.37214602,-38.19974448,535790.014,7361620.497,172.311,0.017,0.027,0,0,-0.0018,26.89481292,-0.035
7/13/14,6:24:44 AM,66.37214602,-38.19974446,535790.015,7361620.498,172.301,0.017,0.027,0,0,-0.0036,26.89562232,-0.045
7/13/14,6:24:59 AM,66.372146,-38.1997444,535790.018,7361620.496,172.282,0.017,0.027,0,0,0.0018,26.89892624,-0.064
7/13/14,6:25:14 AM,66.37214596,-38.19974427,535790.024,7361620.49,172.289,0.017,0.027,0,0.0018,0.0018,26.90588495,-0.057
7/13/14,6:25:29 AM,66.37214603,-38.19974421,535790.026,7361620.498,172.294,0.017,0.027,0.0018,0,-0.0018,26.9064524,-0.052
7/13/14,6:25:44 AM,66.37214592,-38.199744,535790.036,7361620.487,172.286,0.017,0.027,0.0018,-0.0018,-0.0018,26.91822509,-0.06
7/13/14,6:25:59 AM,66.37214596,-38.19974392,535790.039,7361620.491,172.29,0.017,0.027,0,0,0.0018,26.92047743,-0.056
7/13/14,6:26:14 AM,66.37214603,-38.19974406,535790.033,7361620.499,172.307,0.016,0.027,0,0,0,26.91316936,-0.039
7/13/14,6:26:29 AM,66.372146,-38.19974388,535790.041,7361620.495,172.307,0.017,0.027,0.0018,0,0,26.92174595,-0.039
7/13/14,6:26:44 AM,66.37214598,-38.19974385,535790.042,7361620.494,172.305,0.017,0.027,0,0,0,26.92290558,-0.041
7/13/14,6:26:59 AM,66.37214598,-38.19974383,535790.044,7361620.493,172.301,0.016,0.027,0,0,0,26.92504979,-0.045
7/13/14,6:27:14 AM,66.37214598,-38.19974375,535790.047,7361620.493,172.312,0.017,0.027,0,0,0.0018,26.92800344,-0.034
7/13/14,6:27:29 AM,66.37214598,-38.19974375,535790.047,7361620.494,172.307,0.017,0.027,0,0,0,26.92782836,-0.039
7/13/14,6:27:44 AM,66.37214595,-38.19974365,535790.052,7361620.49,172.302,0.016,0.027,0,0,0.0018,26.93345156,-0.044
7/13/14,6:27:59 AM,66.37214601,-38.19974365,535790.051,7361620.496,172.317,0.016,0.027,0,0,0.0018,26.9314166,-0.029
7/13/14,6:28:14 AM,66.37214597,-38.19974353,535790.057,7361620.492,172.317,0.016,0.027,0,0,0,26.93802406,-0.029
7/13/14,6:28:29 AM,66.37214601,-38.19974351,535790.058,7361620.497,172.32,0.016,0.027,0,0,0,26.93813375,-0.026
7/13/14,6:28:44 AM,66.37214596,-38.19974342,535790.062,7361620.491,172.323,0.016,0.027,0,0,0,26.94312191,-0.023
7/13/14,6:28:59 AM,66.37214595,-38.19974353,535790.057,7361620.491,172.326,0.016,0.027,0,0,0,26.93819914,-0.02
7/13/14,6:29:14 AM,66.37214596,-38.19974338,535790.064,7361620.492,172.326,0.016,0.027,0,0,-0.0018,26.94491598,-0.02
7/13/14,6:29:29 AM,66.37214594,-38.19974333,535790.066,7361620.489,172.317,0.016,0.027,0,0,-0.0018,26.9474103,-0.029
7/13/14,6:29:44 AM,66.37214595,-38.19974323,535790.07,7361620.491,172.322,0.016,0.027,0.0018,0,0.0018,26.95099839,-0.024
7/13/14,6:29:59 AM,66.37214594,-38.19974299,535790.081,7361620.49,172.331,0.016,0.027,0.0018,0.0018,0.0036,26.96200363,-0.015
7/13/14,6:30:14 AM,66.37214605,-38.19974302,535790.079,7361620.502,172.348,0.016,0.027,0,0,0,26.95793709,0.002
7/13/14,6:30:29 AM,66.37214593,-38.19974291,535790.084,7361620.488,172.328,0.016,0.027,0,-0.0018,-0.0018,26.96530736,-0.018
7/13/14,6:30:44 AM,66.37214595,-38.19974276,535790.091,7361620.491,172.323,0.016,0.027,0,0,0.0018,26.97167449,-0.023
7/13/14,6:30:59 AM,66.37214596,-38.19974271,535790.094,7361620.491,172.334,0.017,0.027,0.0018,0,0.0018,26.97462826,-0.012
7/13/14,6:31:14 AM,66.37214598,-38.19974253,535790.102,7361620.494,172.33,0.016,0.027,0,0,0.0018,26.98198075,-0.016
7/13/14,6:31:29 AM,66.372146,-38.19974254,535790.101,7361620.496,172.337,0.016,0.027,0,0,0,26.98064677,-0.009
7/13/14,6:31:44 AM,66.37214598,-38.19974245,535790.105,7361620.494,172.327,0.016,0.027,0,0,-0.0018,26.98493461,-0.019
7/13/14,6:31:59 AM,66.37214595,-38.19974233,535790.11,7361620.491,172.325,0.016,0.027,0,0,0,26.99038188,-0.021
7/13/14,6:32:14 AM,66.37214594,-38.19974235,535790.11,7361620.489,172.328,0.016,0.027,0,-0.0018,0,26.99073148,-0.018
7/13/14,6:32:29 AM,66.37214585,-38.19974234,535790.11,7361620.48,172.329,0.017,0.027,0,-0.0018,0,26.99230648,-0.017
7/13/14,6:32:44 AM,66.37214589,-38.19974233,535790.111,7361620.484,172.335,0.017,0.027,0,0,0,26.99259069,-0.011
7/13/14,6:32:59 AM,66.37214586,-38.19974221,535790.116,7361620.481,172.336,0.017,0.027,0,0,0,26.99803863,-0.01
7/13/14,6:33:14 AM,66.37214587,-38.19974226,535790.114,7361620.482,172.329,0.017,0.027,0,0,0,26.99589445,-0.017
7/13/14,6:33:29 AM,66.37214583,-38.19974216,535790.118,7361620.478,172.327,0.017,0.027,0,0,0,27.00053312,-0.019
7/13/14,6:33:44 AM,66.37214586,-38.19974219,535790.117,7361620.481,172.331,0.017,0.027,0,0,0.0018,26.99902319,-0.015
7/13/14,6:33:59 AM,66.37214589,-38.19974214,535790.119,7361620.484,172.349,0.017,0.027,0,0,0,27.00046726,0.003
7/13/14,6:34:14 AM,66.37214586,-38.19974206,535790.123,7361620.481,172.341,0.017,0.027,0,0,-0.0018,27.00493053,-0.005
7/13/14,6:34:29 AM,66.37214585,-38.19974195,535790.127,7361620.48,172.334,0.017,0.027,0,0,0,27.00904382,-0.012
7/13/14,6:34:44 AM,66.37214583,-38.199742,535790.125,7361620.478,172.334,0.017,0.027,0.0018,0,0,27.0074249,-0.012
7/13/14,6:34:59 AM,66.37214584,-38.19974182,535790.133,7361620.479,172.333,0.016,0.027,0.0018,0,0,27.01512623,-0.013
7/13/14,6:35:14 AM,66.37214583,-38.19974175,535790.137,7361620.477,172.332,0.016,0.027,0,0,0,27.01941459,-0.014
7/13/14,6:35:29 AM,66.37214581,-38.19974158,535790.144,7361620.476,172.329,0.016,0.027,0.0018,0,0,27.02648155,-0.017
7/13/14,6:35:44 AM,66.37214583,-38.19974154,535790.146,7361620.477,172.333,0.016,0.027,0,0,0,27.0282756,-0.013
7/13/14,6:35:59 AM,66.37214583,-38.19974162,535790.142,7361620.478,172.334,0.016,0.028,0,0,0,27.02416232,-0.012
7/13/14,6:36:14 AM,66.37214584,-38.19974148,535790.149,7361620.479,172.326,0.016,0.028,0,0,0,27.03087932,-0.02
7/13/14,6:36:29 AM,66.37214584,-38.1997414,535790.152,7361620.479,172.331,0.017,0.028,0,0,0.0017,27.03383306,-0.015
7/13/14,6:36:44 AM,66.37214583,-38.19974128,535790.158,7361620.478,172.334,0.017,0.029,0,0,-0.0018,27.03991548,-0.012
7/13/14,6:36:59 AM,66.37214581,-38.19974123,535790.16,7361620.476,172.317,0.017,0.029,0,0,-0.0018,27.04223454,-0.029
7/13/14,6:37:14 AM,66.37214581,-38.19974123,535790.16,7361620.476,172.316,0.017,0.03,0,0,-0.0018,27.04223454,-0.03
7/13/14,6:37:29 AM,66.37214575,-38.19974107,535790.167,7361620.469,172.307,0.017,0.03,0.0018,-0.0018,-0.0036,27.05035203,-0.039
7/13/14,6:37:44 AM,66.37214568,-38.19974083,535790.178,7361620.461,172.292,0.017,0.03,0.0018,-0.0018,0,27.0625841,-0.054
7/13/14,6:37:59 AM,66.37214566,-38.19974086,535790.177,7361620.46,172.308,0.017,0.03,0,0,0.0036,27.06177503,-0.038
7/13/14,6:38:14 AM,66.37214572,-38.19974087,535790.176,7361620.466,172.324,0.017,0.03,0,0,0,27.05973845,-0.022
7/13/14,6:38:29 AM,66.37214567,-38.19974071,535790.183,7361620.46,172.306,0.017,0.03,0.0018,0,0,27.06768198,-0.04
7/13/14,6:38:44 AM,66.37214569,-38.19974054,535790.191,7361620.463,172.324,0.017,0.03,0.0018,0,0.0018,27.07503206,-0.022
7/13/14,6:38:59 AM,66.37214572,-38.19974052,535790.192,7361620.466,172.326,0.017,0.03,0,0,0,27.075491,-0.02
7/13/14,6:39:14 AM,66.37214572,-38.19974057,535790.189,7361620.467,172.322,0.017,0.03,0.0018,0,0.0018,27.07236224,-0.024
7/13/14,6:39:29 AM,66.37214576,-38.19974038,535790.198,7361620.47,172.332,0.017,0.03,0.0018,0,0.0018,27.08069816,-0.014
7/13/14,6:39:44 AM,66.37214573,-38.19974037,535790.198,7361620.468,172.327,0.017,0.03,0,0,0.0018,27.08104815,-0.019
7/13/14,6:39:59 AM,66.37214572,-38.19974035,535790.199,7361620.466,172.349,0.017,0.03,0,0,0.0018,27.08238283,0.003
7/13/14,6:40:14 AM,66.37214576,-38.19974023,535790.205,7361620.471,172.346,0.017,0.03,0,0,0,27.08741533,0
7/13/14,6:40:29 AM,66.37214574,-38.19974013,535790.209,7361620.469,172.35,0.017,0.03,0,0,0,27.09170347,0.004
7/13/14,6:40:44 AM,66.37214576,-38.19974001,535790.215,7361620.471,172.351,0.017,0.03,0,0,0,27.09726128,0.005
7/13/14,6:40:59 AM,66.37214578,-38.19973999,535790.215,7361620.473,172.356,0.017,0.03,0,0,0.0018,27.09691172,0.01
7/13/14,6:41:14 AM,66.37214583,-38.19973987,535790.22,7361620.479,172.37,0.017,0.03,0.0018,-0.0018,0,27.10078718,0.024
7/13/14,6:41:29 AM,66.37214576,-38.19973969,535790.229,7361620.471,172.348,0.017,0.03,0.0018,-0.0018,-0.0036,27.11104581,0.002
7/13/14,6:41:44 AM,66.37214571,-38.19973959,535790.233,7361620.465,172.335,0.017,0.03,0,0,0,27.11603314,-0.011
7/13/14,6:41:59 AM,66.37214575,-38.1997395,535790.237,7361620.47,172.351,0.017,0.03,0,0,0.0018,27.11909748,0.005
7/13/14,6:42:14 AM,66.37214575,-38.19973944,535790.24,7361620.47,172.352,0.017,0.03,0.0018,0,0.0018,27.12205134,0.006
7/13/14,6:42:29 AM,66.37214579,-38.19973923,535790.249,7361620.475,172.36,0.017,0.03,0.0018,0,0,27.13004027,0.014
